Store,Date,Fuel_Price
4,2010-09-17,2.594
4,2010-09-24,2.642
4,2010-10-01,2.619
4,2010-10-08,2.645
4,2010-10-15,2.732
4,2010-10-22,2.736
4,2010-10-29,2.718
4,2010-11-05,2.699
4,2010-11-12,2.741
4,2010-11-19,2.78
4,2010-11-26,2.752
4,2010-12-03,2.727
4,2010-12-10,2.86
4,2010-12-17,2.884
4,2010-12-24,2.887
4,2010-12-31,2.955
4,2011-01-07,2.98
4,2011-01-14,2.992
4,2011-01-21,3.017
4,2011-01-28,3.022
4,2011-02-04,2.996
4,2011-02-11,3.033
4,2011-02-18,3.058
4,2011-02-25,3.087
4,2011-03-04,3.305
4,2011-03-11,3.461
4,2011-03-18,3.495
4,2011-03-25,3.48
4,2011-04-01,3.521
4,2011-04-08,3.605
4,2011-04-15,3.724
4,2011-04-22,3.781
4,2011-04-29,3.781
4,2011-05-06,3.866
4,2011-05-13,3.872
4,2011-05-20,3.881
4,2011-05-27,3.771
4,2011-06-03,3.683
4,2011-06-10,3.64
4,2011-06-17,3.618
4,2011-06-24,3.57
4,2011-07-01,3.504
4,2011-07-08,3.469
4,2011-07-15,3.563
4,2011-07-22,3.627
4,2011-07-29,3.659
4,2011-08-05,3.662
4,2011-08-12,3.617
4,2011-08-19,3.55
4,2011-08-26,3.523
4,2011-09-02,3.533
4,2011-09-09,3.554
4,2011-09-16,3.532
4,2011-09-23,3.473
4,2011-09-30,3.371
4,2011-10-07,3.299
4,2011-10-14,3.283
4,2011-10-21,3.361
4,2011-10-28,3.362
4,2011-11-04,3.322
4,2011-11-11,3.286
4,2011-11-18,3.294
4,2011-11-25,3.225
4,2011-12-02,3.176
4,2011-12-09,3.153
4,2011-12-16,3.149
4,2011-12-23,3.103
4,2011-12-30,3.119
4,2012-01-06,3.158
4,2012-01-13,3.263
4,2012-01-20,3.273
4,2012-01-27,3.29
4,2012-02-03,3.354
4,2012-02-10,3.411
4,2012-02-17,3.493
4,2012-02-24,3.541
4,2012-03-02,3.619
4,2012-03-09,3.667
4,2012-03-16,3.707
4,2012-03-23,3.759
4,2012-03-30,3.82
4,2012-04-06,3.864
4,2012-04-13,3.881
4,2012-04-20,3.864
4,2012-04-27,3.81
4,2012-05-04,3.747
4,2012-05-11,3.685
4,2012-05-18,3.62
4,2012-05-25,3.551
4,2012-06-01,3.483
4,2012-06-08,3.433
4,2012-06-15,3.372
4,2012-06-22,3.329
4,2012-06-29,3.257
4,2012-07-06,3.187
4,2012-07-13,3.224
4,2012-07-20,3.263
4,2012-07-27,3.356
4,2012-08-03,3.374
4,2012-08-10,3.476
4,2012-08-17,3.552
4,2012-08-24,3.61
4,2012-08-31,3.646
4,2012-09-07,3.709
4,2012-09-14,3.706
4,2012-09-21,3.721
4,2012-09-28,3.666
4,2012-10-05,3.62
4,2012-10-12,3.603
4,2012-10-19,3.61
4,2012-10-26,3.514
4,2012-11-02,3.404
4,2012-11-09,3.337
4,2012-11-16,3.271
4,2012-11-23,3.233
4,2012-11-30,3.24
4,2012-12-07,3.227
4,2012-12-14,3.193
4,2012-12-21,3.112
4,2012-12-28,3.125
4,2013-01-04,3.177
4,2013-01-11,3.235
4,2013-01-18,3.232
4,2013-01-25,3.22
4,2013-02-01,3.232
4,2013-02-08,3.401
4,2013-02-15,3.451
4,2013-02-22,3.602
4,2013-03-01,3.694
4,2013-03-08,3.647
4,2013-03-15,3.611
4,2013-03-22,3.593
4,2013-03-29,3.575
4,2013-04-05,3.552
4,2013-04-12,3.504
4,2013-04-19,3.436
4,2013-04-26,3.397
4,2013-05-03,3.369
4,2013-05-10,3.371
4,2013-05-17,3.437
4,2013-05-24,3.462
4,2013-05-31,3.438
4,2013-06-07,3.413
4,2013-06-14,3.415
4,2013-06-21,3.453
4,2013-06-28,3.452
4,2013-07-05,3.385
4,2013-07-12,3.368
4,2013-07-19,3.518
4,2013-07-26,3.58
5,2010-02-05,2.572
5,2010-02-12,2.548
5,2010-02-19,2.514
5,2010-02-26,2.561
5,2010-03-05,2.625
5,2010-03-12,2.667
5,2010-03-19,2.72
5,2010-03-26,2.732
5,2010-04-02,2.719
5,2010-04-09,2.77
5,2010-04-16,2.808
5,2010-04-23,2.795
5,2010-04-30,2.78
5,2010-05-07,2.835
5,2010-05-14,2.854
5,2010-05-21,2.826
5,2010-05-28,2.759
5,2010-06-04,2.705
5,2010-06-11,2.668
5,2010-06-18,2.637
5,2010-06-25,2.653
5,2010-07-02,2.669
5,2010-07-09,2.642
5,2010-07-16,2.623
5,2010-07-23,2.608
5,2010-07-30,2.64
5,2010-08-06,2.627
5,2010-08-13,2.692
5,2010-08-20,2.664
5,2010-08-27,2.619
5,2010-09-03,2.577
5,2010-09-10,2.565
5,2010-09-17,2.582
5,2010-09-24,2.624
5,2010-10-01,2.603
5,2010-10-08,2.633
5,2010-10-15,2.72
5,2010-10-22,2.725
5,2010-10-29,2.716
5,2010-11-05,2.689
5,2010-11-12,2.728
5,2010-11-19,2.771
5,2010-11-26,2.735
5,2010-12-03,2.708
5,2010-12-10,2.843
5,2010-12-17,2.869
5,2010-12-24,2.886
5,2010-12-31,2.943
5,2011-01-07,2.976
5,2011-01-14,2.983
5,2011-01-21,3.016
5,2011-01-28,3.01
5,2011-02-04,2.989
5,2011-02-11,3.022
5,2011-02-18,3.045
5,2011-02-25,3.065
5,2011-03-04,3.288
5,2011-03-11,3.459
5,2011-03-18,3.488
5,2011-03-25,3.473
5,2011-04-01,3.524
5,2011-04-08,3.622
5,2011-04-15,3.743
5,2011-04-22,3.807
5,2011-04-29,3.81
5,2011-05-06,3.906
5,2011-05-13,3.899
5,2011-05-20,3.907
5,2011-05-27,3.786
5,2011-06-03,3.699
5,2011-06-10,3.648
5,2011-06-17,3.637
5,2011-06-24,3.594
5,2011-07-01,3.524
5,2011-07-08,3.48
5,2011-07-15,3.575
5,2011-07-22,3.651
5,2011-07-29,3.682
5,2011-08-05,3.684
5,2011-08-12,3.638
5,2011-08-19,3.554
5,2011-08-26,3.523
5,2011-09-02,3.533
5,2011-09-09,3.546
5,2011-09-16,3.526
5,2011-09-23,3.467
5,2011-09-30,3.355
5,2011-10-07,3.285
5,2011-10-14,3.274
5,2011-10-21,3.353
5,2011-10-28,3.372
5,2011-11-04,3.332
5,2011-11-11,3.297
5,2011-11-18,3.308
5,2011-11-25,3.236
5,2011-12-02,3.172
5,2011-12-09,3.158
5,2011-12-16,3.159
5,2011-12-23,3.112
5,2011-12-30,3.129
5,2012-01-06,3.157
5,2012-01-13,3.261
5,2012-01-20,3.268
5,2012-01-27,3.29
5,2012-02-03,3.36
5,2012-02-10,3.409
5,2012-02-17,3.51
5,2012-02-24,3.555
5,2012-03-02,3.63
5,2012-03-09,3.669
5,2012-03-16,3.734
5,2012-03-23,3.787
5,2012-03-30,3.845
5,2012-04-06,3.891
5,2012-04-13,3.891
5,2012-04-20,3.877
5,2012-04-27,3.814
5,2012-05-04,3.749
5,2012-05-11,3.688
5,2012-05-18,3.63
5,2012-05-25,3.561
5,2012-06-01,3.501
5,2012-06-08,3.452
5,2012-06-15,3.393
5,2012-06-22,3.346
5,2012-06-29,3.286
5,2012-07-06,3.227
5,2012-07-13,3.256
5,2012-07-20,3.311
5,2012-07-27,3.407
5,2012-08-03,3.417
5,2012-08-10,3.494
5,2012-08-17,3.571
5,2012-08-24,3.62
5,2012-08-31,3.638
5,2012-09-07,3.73
5,2012-09-14,3.717
5,2012-09-21,3.721
5,2012-09-28,3.666
5,2012-10-05,3.617
5,2012-10-12,3.601
5,2012-10-19,3.594
5,2012-10-26,3.506
5,2012-11-02,3.386
5,2012-11-09,3.314
5,2012-11-16,3.252
5,2012-11-23,3.211
5,2012-11-30,3.207
5,2012-12-07,3.198
5,2012-12-14,3.168
5,2012-12-21,3.098
5,2012-12-28,3.108
5,2013-01-04,3.161
5,2013-01-11,3.243
5,2013-01-18,3.237
5,2013-01-25,3.227
5,2013-02-01,3.244
5,2013-02-08,3.417
5,2013-02-15,3.475
5,2013-02-22,3.597
5,2013-03-01,3.711
5,2013-03-08,3.658
5,2013-03-15,3.622
5,2013-03-22,3.611
5,2013-03-29,3.606
5,2013-04-05,3.583
5,2013-04-12,3.529
5,2013-04-19,3.451
5,2013-04-26,3.417
5,2013-05-03,3.386
5,2013-05-10,3.392
5,2013-05-17,3.454
5,2013-05-24,3.494
5,2013-05-31,3.466
5,2013-06-07,3.439
5,2013-06-14,3.431
5,2013-06-21,3.479
5,2013-06-28,3.495
5,2013-07-05,3.422
5,2013-07-12,3.4
5,2013-07-19,3.556
5,2013-07-26,3.62
6,2010-02-05,2.572
6,2010-02-12,2.548
6,2010-02-19,2.514
6,2010-02-26,2.561
6,2010-03-05,2.625
6,2010-03-12,2.667
6,2010-03-19,2.72
6,2010-03-26,2.732
6,2010-04-02,2.719
6,2010-04-09,2.77
6,2010-04-16,2.808
6,2010-04-23,2.795
6,2010-04-30,2.78
6,2010-05-07,2.835
6,2010-05-14,2.854
6,2010-05-21,2.826
6,2010-05-28,2.759
6,2010-06-04,2.705
6,2010-06-11,2.668
6,2010-06-18,2.637
6,2010-06-25,2.653
6,2010-07-02,2.669
6,2010-07-09,2.642
6,2010-07-16,2.623
6,2010-07-23,2.608
6,2010-07-30,2.64
6,2010-08-06,2.627
6,2010-08-13,2.692
6,2010-08-20,2.664
6,2010-08-27,2.619
6,2010-09-03,2.577
6,2010-09-10,2.565
6,2010-09-17,2.582
6,2010-09-24,2.624
6,2010-10-01,2.603
6,2010-10-08,2.633
6,2010-10-15,2.72
6,2010-10-22,2.725
6,2010-10-29,2.716
6,2010-11-05,2.689
6,2010-11-12,2.728
6,2010-11-19,2.771
6,2010-11-26,2.735
6,2010-12-03,2.708
6,2010-12-10,2.843
6,2010-12-17,2.869
6,2010-12-24,2.886
6,2010-12-31,2.943
6,2011-01-07,2.976
6,2011-01-14,2.983
6,2011-01-21,3.016
6,2011-01-28,3.01
6,2011-02-04,2.989
6,2011-02-11,3.022
6,2011-02-18,3.045
6,2011-02-25,3.065
6,2011-03-04,3.288
6,2011-03-11,3.459
6,2011-03-18,3.488
6,2011-03-25,3.473
6,2011-04-01,3.524
6,2011-04-08,3.622
6,2011-04-15,3.743
6,2011-04-22,3.807
6,2011-04-29,3.81
6,2011-05-06,3.906
6,2011-05-13,3.899
6,2011-05-20,3.907
6,2011-05-27,3.786
6,2011-06-03,3.699
6,2011-06-10,3.648
6,2011-06-17,3.637
6,2011-06-24,3.594
6,2011-07-01,3.524
6,2011-07-08,3.48
6,2011-07-15,3.575
6,2011-07-22,3.651
6,2011-07-29,3.682
6,2011-08-05,3.684
6,2011-08-12,3.638
6,2011-08-19,3.554
6,2011-08-26,3.523
6,2011-09-02,3.533
6,2011-09-09,3.546
6,2011-09-16,3.526
6,2011-09-23,3.467
6,2011-09-30,3.355
6,2011-10-07,3.285
6,2011-10-14,3.274
6,2011-10-21,3.353
6,2011-10-28,3.372
6,2011-11-04,3.332
6,2011-11-11,3.297
6,2011-11-18,3.308
6,2011-11-25,3.236
6,2011-12-02,3.172
6,2011-12-09,3.158
6,2011-12-16,3.159
6,2011-12-23,3.112
6,2011-12-30,3.129
6,2012-01-06,3.157
6,2012-01-13,3.261
6,2012-01-20,3.268
6,2012-01-27,3.29
6,2012-02-03,3.36
6,2012-02-10,3.409
6,2012-02-17,3.51
6,2012-02-24,3.555
6,2012-03-02,3.63
6,2012-03-09,3.669
6,2012-03-16,3.734
6,2012-03-23,3.787
6,2012-03-30,3.845
6,2012-04-06,3.891
6,2012-04-13,3.891
6,2012-04-20,3.877
6,2012-04-27,3.814
6,2012-05-04,3.749
6,2012-05-11,3.688
6,2012-05-18,3.63
6,2012-05-25,3.561
6,2012-06-01,3.501
6,2012-06-08,3.452
6,2012-06-15,3.393
6,2012-06-22,3.346
6,2012-06-29,3.286
6,2012-07-06,3.227
6,2012-07-13,3.256
6,2012-07-20,3.311
6,2012-07-27,3.407
6,2012-08-03,3.417
6,2012-08-10,3.494
6,2012-08-17,3.571
6,2012-08-24,3.62
6,2012-08-31,3.638
6,2012-09-07,3.73
6,2012-09-14,3.717
6,2012-09-21,3.721
6,2012-09-28,3.666
6,2012-10-05,3.617
6,2012-10-12,3.601
6,2012-10-19,3.594
6,2012-10-26,3.506
6,2012-11-02,3.386
6,2012-11-09,3.314
6,2012-11-16,3.252
6,2012-11-23,3.211
6,2012-11-30,3.207
6,2012-12-07,3.198
6,2012-12-14,3.168
6,2012-12-21,3.098
6,2012-12-28,3.108
6,2013-01-04,3.161
6,2013-01-11,3.243
6,2013-01-18,3.237
6,2013-01-25,3.227
6,2013-02-01,3.244
6,2013-02-08,3.417
6,2013-02-15,3.475
6,2013-02-22,3.597
6,2013-03-01,3.711
6,2013-03-08,3.658
6,2013-03-15,3.622
6,2013-03-22,3.611
